"filename", "language", "C#", "Markdown", "XML", "JSON", "comment", "blank", "total"
"d:\GaezBakeryHouse\GaezBakeryHouse.Domain\Entities\Order.cs", "C#", 15, 0, 0, 0, 0, 2, 17
"d:\GaezBakeryHouse\GaezBakeryHouse.Domain\Entities\OrderDetail.cs", "C#", 14, 0, 0, 0, 0, 2, 16
"d:\GaezBakeryHouse\GaezBakeryHouse.Domain\Entities\Product.cs", "C#", 16, 0, 0, 0, 0, 2, 18
"d:\GaezBakeryHouse\GaezBakeryHouse.Domain\Entities\ShoppingCartItem.cs", "C#", 14, 0, 0, 0, 0, 2, 16
"d:\GaezBakeryHouse\GaezBakeryHouse.Domain\GaezBakeryHouse.Domain.csproj", "XML", 0, 0, 10, 0, 0, 4, 14
"d:\GaezBakeryHouse\GaezBakeryHouse.Infrastructure.Identity\GaezBakeryHouse.Infrastructure.Identity.csproj", "XML", 0, 0, 22, 0, 0, 5, 27
"d:\GaezBakeryHouse\GaezBakeryHouse.Infrastructure.Identity\IdentityServiceRegistration.cs", "C#", 56, 0, 0, 0, 2, 7, 65
"d:\GaezBakeryHouse\GaezBakeryHouse.Infrastructure.Identity\Services\AuthService.cs", "C#", 77, 0, 0, 0, 1, 16, 94
"d:\GaezBakeryHouse\GaezBakeryHouse.Infrastructure.Identity\Services\JwtService.cs", "C#", 31, 0, 0, 0, 0, 6, 37
"d:\GaezBakeryHouse\GaezBakeryHouse.Infrastructure\ApplicationDbContext.cs", "C#", 23, 0, 0, 0, 0, 4, 27
"d:\GaezBakeryHouse\GaezBakeryHouse.Infrastructure\Configurations\ApplicationUserConfig.cs", "C#", 14, 0, 0, 0, 0, 3, 17
"d:\GaezBakeryHouse\GaezBakeryHouse.Infrastructure\Configurations\CategoryConfig.cs", "C#", 15, 0, 0, 0, 0, 3, 18
"d:\GaezBakeryHouse\GaezBakeryHouse.Infrastructure\Configurations\OrderConfig.cs", "C#", 27, 0, 0, 0, 0, 8, 35
"d:\GaezBakeryHouse\GaezBakeryHouse.Infrastructure\Configurations\OrderDetailConfig.cs", "C#", 29, 0, 0, 0, 0, 6, 35
"d:\GaezBakeryHouse\GaezBakeryHouse.Infrastructure\Configurations\ProductConfig.cs", "C#", 38, 0, 0, 0, 0, 10, 48
"d:\GaezBakeryHouse\GaezBakeryHouse.Infrastructure\Configurations\ShoppingCartItemConfig.cs", "C#", 24, 0, 0, 0, 0, 6, 30
"d:\GaezBakeryHouse\GaezBakeryHouse.Infrastructure\GaezBakeryHouse.Infrastructure.csproj", "XML", 0, 0, 20, 0, 0, 5, 25
"d:\GaezBakeryHouse\GaezBakeryHouse.Infrastructure\InfrastructureServiceRegistration.cs", "C#", 21, 0, 0, 0, 0, 4, 25
"d:\GaezBakeryHouse\GaezBakeryHouse.Infrastructure\Migrations\20230929161901_initial-identity.Designer.cs", "C#", 397, 0, 0, 0, 2, 137, 536
"d:\GaezBakeryHouse\GaezBakeryHouse.Infrastructure\Migrations\20230929161901_initial-identity.cs", "C#", 349, 0, 0, 0, 3, 39, 391
"d:\GaezBakeryHouse\GaezBakeryHouse.Infrastructure\Migrations\ApplicationDbContextModelSnapshot.cs", "C#", 401, 0, 0, 0, 1, 139, 541
"d:\GaezBakeryHouse\GaezBakeryHouse.Infrastructure\Repositories\CategoryRepository.cs", "C#", 11, 0, 0, 0, 0, 2, 13
"d:\GaezBakeryHouse\GaezBakeryHouse.Infrastructure\Repositories\OrderRepository.cs", "C#", 24, 0, 0, 0, 0, 4, 28
"d:\GaezBakeryHouse\GaezBakeryHouse.Infrastructure\Repositories\ProductRepository.cs", "C#", 24, 0, 0, 0, 0, 4, 28
"d:\GaezBakeryHouse\GaezBakeryHouse.Infrastructure\Repositories\RepositoryBase.cs", "C#", 31, 0, 0, 0, 0, 8, 39
"d:\GaezBakeryHouse\GaezBakeryHouse.Infrastructure\Repositories\ShoppingCartItemRepository.cs", "C#", 39, 0, 0, 0, 0, 9, 48
"d:\GaezBakeryHouse\README.md", "Markdown", 0, 1, 0, 0, 0, 0, 1
"Total", "-", 32346, 1, 1346, 63, 5689, 6883, 46328
